bank,review,rating,date,source
Dashen,"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Google Play
Dashen,fast &Friendly user Application.,5,2025-04-22,Google Play
Dashen,"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Google Play
Dashen,The app is good but it ask update every week so tiring,2,2025-03-11,Google Play
Dashen,Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Google Play
Dashen,Very easy and Fast.,5,2025-04-24,Google Play
Dashen,It is an amazing application that meets the needs of customers.,5,2025-04-22,Google Play
Dashen,very good for this app,5,2025-05-31,Google Play
Dashen,awesome app keep going,5,2025-05-14,Google Play
Dashen,very comfortable app keep it,5,2025-04-21,Google Play
Dashen,Wow! like his name Super App...,5,2025-04-21,Google Play
Dashen,"The app is not working properly, I have been using it.",1,2025-04-10,Google Play
Dashen,excellent game changer App,5,2025-05-08,Google Play
Dashen,it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Google Play
Dashen,Dashen bank always one step ahead,5,2025-04-30,Google Play
Dashen,"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Google Play
Dashen,the best Supper App ever,5,2025-04-22,Google Play
Dashen,very useful App,1,2025-05-26,Google Play
Dashen,waw no idea the best app.,5,2025-04-19,Google Play
Dashen,"A lightweight,catchy and smooth app",5,2025-01-15,Google Play
Dashen,One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Google Play
Dashen,"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Google Play
Dashen,Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Google Play
Dashen,A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Google Play
Dashen,Dashen bank super app for easy life.,5,2025-01-30,Google Play
Dashen,Fastest and easy to use,5,2025-01-22,Google Play
Dashen,I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Google Play
Dashen,Always one step ahead! What a masterpiece.,5,2025-01-16,Google Play
Dashen,"It does not work functional ,",1,2025-02-02,Google Play
Dashen,Faster and userfriendly,5,2025-01-14,Google Play
Dashen,It looks good and simple to use,5,2025-01-14,Google Play
Dashen,On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Google Play
Dashen,it was amazing app.....thank you dashen bank....,5,2025-01-30,Google Play
Dashen,Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Google Play
Dashen,A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Google Play
Dashen,i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Google Play
Dashen,"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Google Play
Dashen,it seems me logging out within minutes,1,2025-05-03,Google Play
Dashen,"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Google Play
Dashen,Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Google Play
Dashen,"All in one, that is it 👌",5,2025-04-21,Google Play
Dashen,all of dashen bank customers use the application it is good to use,5,2025-02-01,Google Play
Dashen,It good and easy to use,5,2025-03-11,Google Play
Dashen,best mobile banking application,5,2025-04-21,Google Play
Dashen,“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,Google Play
Dashen,This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Google Play
Dashen,faster than this version,5,2025-05-01,Google Play
Dashen,The most good app and easy,5,2025-01-16,Google Play
Dashen,"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Google Play
Dashen,I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21,Google Play
Dashen,oh nice!!! i wish it's very nice app,5,2025-01-14,Google Play
Dashen,too slow to use.,1,2025-03-26,Google Play
Dashen,what a helpful app!!!!,5,2025-05-13,Google Play
Dashen,The app is good but it has no USSD option,4,2025-03-13,Google Play
Dashen,it's a hestorical app. in the bank industry.,5,2025-04-21,Google Play
Dashen,It is the best application!!!,5,2025-04-22,Google Play
Dashen,Better and inclusive app!,5,2025-04-21,Google Play
Dashen,it's Be Come Busy &not working good,1,2025-03-20,Google Play
Dashen,it is very good app,5,2025-04-10,Google Play
Dashen,"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Google Play
Dashen,Small size with vast features and functionalities.,5,2025-01-15,Google Play
Dashen,its the best ever,5,2025-05-09,Google Play
Dashen,very easy and flexible app.,5,2025-04-21,Google Play
Dashen,it is not as good as to the other mobile bank app.,1,2025-05-22,Google Play
Dashen,The best Banking app I have ever seen,5,2025-01-14,Google Play
Dashen,Always one step a head!,5,2025-01-15,Google Play
Dashen,I hope it will be better than amole,5,2025-01-18,Google Play
Dashen,"Like Me, I Hope It Works Better Than Before.",5,2025-01-11,Google Play
Dashen,Super smart app.,5,2025-02-18,Google Play
Dashen,Great App Well done Dashen Bank,5,2025-01-15,Google Play
Dashen,Always one step forward,5,2025-01-15,Google Play
Dashen,it's amazing app i have seen ever,5,2025-02-13,Google Play
Dashen,Needs some improvement,5,2025-01-20,Google Play
Dashen,Better Move to catch the competition up👍,5,2025-01-16,Google Play
Dashen,"Good app, bad security",3,2025-02-06,Google Play
Dashen,Dashen yichalal. Ewnetem one step a head,5,2025-01-17,Google Play
Dashen,Amazing super app,5,2025-01-19,Google Play
Dashen,I only see white page,2,2025-01-23,Google Play
Dashen,Always one step ahead,5,2025-01-13,Google Play
Dashen,The best App of all,5,2025-03-17,Google Play
Dashen,Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Google Play
Dashen,It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Google Play
Dashen,"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21,Google Play
Dashen,useless app ever loading take long,1,2025-05-27,Google Play
Dashen,yes i want dashen super open,5,2025-05-02,Google Play
Dashen,Wow Excellent app,5,2025-03-08,Google Play
Dashen,why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Google Play
Dashen,Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Google Play
Dashen,Wow amazing app,5,2025-02-21,Google Play
Dashen,nice app ever,5,2025-04-17,Google Play
Dashen,Wow Dashen Super App 🚀🚀,5,2025-01-14,Google Play
Dashen,"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Google Play
Dashen,Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,Google Play
Dashen,Proud to be dashen family . Shout out to the serial entrepreneur 👏,5,2025-01-16,Google Play
Dashen,All good we need more,3,2025-01-31,Google Play
Dashen,fast best app,5,2025-04-19,Google Play
Dashen,App That makes Difference!,5,2025-01-14,Google Play
Dashen,the worst app in the market only good ui,1,2025-03-22,Google Play
Dashen,good and latest,5,2025-03-18,Google Play
Dashen,best platform... Please avoid otp,5,2025-02-21,Google Play
Dashen,Not good this app,1,2025-02-04,Google Play
Dashen,thanks for all digital transaction,5,2025-03-21,Google Play
